,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,country,HSNScale
23435,5,4,4,4,4,4,3,4,5,3,4,4,4,5,5,4,5,2,4,4,4,3,24,1,80,MX,0.74
23436,4,2,2,4,4,4,2,3,3,4,3,1,4,4,2,2,2,4,2,4,4,2,25,1,50,US,0.56
23437,5,5,5,5,3,5,5,5,5,1,2,4,5,5,5,5,2,5,5,5,5,4,23,1,70,IE,0.86
23438,4,4,2,4,4,4,4,4,4,2,4,4,3,4,2,3,3,4,2,4,2,2,52,1,65,US,0.68
23439,5,2,3,5,5,5,3,5,3,2,2,3,2,3,5,5,5,3,2,5,5,0,36,1,85,CO,0.72
23440,4,2,2,2,2,5,4,2,4,2,1,2,2,4,4,2,2,2,2,3,5,1,29,1,90,CA,0.54
23441,5,1,5,4,4,5,2,5,4,5,4,1,5,5,5,4,1,4,5,1,1,5,27,1,85,US,0.7
23442,4,4,4,3,4,2,4,2,3,2,2,1,2,3,5,4,4,4,2,3,4,2,33,1,65,US,0.6
23443,5,2,1,2,5,4,3,5,5,4,1,1,4,5,5,4,2,4,4,1,4,2,50,1,90,US,0.64
23444,4,3,2,2,3,3,3,3,4,3,1,1,2,3,4,4,3,2,1,1,1,1,22,1,75,IS,0.54
23445,5,1,2,3,5,5,2,4,4,4,5,3,5,5,5,4,4,3,5,4,1,3,38,1,90,US,0.62
23446,4,4,4,2,4,4,4,3,4,3,2,4,4,4,4,5,4,4,4,4,4,3,44,1,80,AU,0.66
23447,3,1,1,4,2,2,4,3,4,4,3,2,2,3,4,4,2,2,4,4,4,2,43,2,80,US,0.48
23448,5,5,5,5,5,5,4,5,5,5,1,5,5,2,5,5,0,1,4,5,5,0,20,1,50,US,0.88
23449,4,3,5,5,5,4,5,5,5,5,4,4,3,4,5,4,5,4,4,4,4,4,24,1,90,US,0.82
23450,2,5,5,4,2,5,4,4,4,2,4,4,4,2,5,4,5,2,5,5,2,4,22,1,75,US,0.7
23451,3,3,3,4,3,4,2,4,4,4,3,3,2,3,4,3,3,4,3,4,2,3,35,1,30,BR,0.6
23452,4,2,2,2,3,3,2,4,2,3,2,2,4,3,4,2,3,2,1,4,1,1,19,1,70,US,0.48
23453,4,5,5,2,2,5,4,2,5,2,4,4,3,5,5,4,4,3,2,2,2,2,37,2,100,IT,0.68
23454,5,2,2,3,3,5,2,5,5,4,4,4,5,5,5,4,5,3,3,4,4,2,22,1,80,US,0.64
23455,4,2,2,2,4,4,3,4,4,2,2,2,2,4,4,3,4,2,3,4,4,3,36,1,100,GB,0.58
23456,4,4,3,2,4,5,4,1,5,2,1,1,1,4,4,4,2,1,1,1,4,2,26,2,80,US,0.64
23457,5,3,5,4,4,4,4,5,5,2,2,4,2,2,4,3,5,4,5,4,5,4,21,1,95,US,0.78
23458,2,1,1,4,4,5,1,4,4,2,4,4,4,2,4,4,4,4,2,4,3,2,37,1,100,US,0.52
23459,5,1,2,2,5,5,2,5,5,4,5,3,5,5,3,2,3,2,4,5,4,3,30,1,90,US,0.64
23460,5,5,5,4,4,5,4,3,4,2,1,1,1,5,5,4,4,2,2,3,4,2,30,1,50,US,0.78
23461,4,4,4,2,3,4,3,4,3,2,2,2,3,1,5,5,5,2,4,4,4,2,32,1,70,US,0.62
23462,5,2,4,2,1,5,3,4,4,2,1,1,1,5,4,1,5,1,1,4,5,1,28,1,85,US,0.6
23463,5,0,3,4,4,5,5,4,5,3,5,3,5,3,5,5,0,4,5,5,5,4,42,1,90,US,0.7
23464,4,4,3,4,3,2,4,4,4,3,1,2,4,4,4,4,4,4,2,4,4,3,49,1,75,US,0.64
23465,5,4,5,2,2,4,4,3,5,2,3,2,3,2,4,3,3,2,2,3,2,2,16,2,98,US,0.68
23466,2,2,2,2,3,4,3,3,4,2,4,3,1,2,4,4,3,2,4,5,3,2,28,1,7,AU,0.5
23467,5,2,4,5,5,5,4,3,5,4,4,3,4,5,5,5,5,5,4,5,5,4,29,1,75,NZ,0.76
23468,5,4,5,5,5,5,3,5,5,2,2,3,5,5,5,5,5,4,2,5,5,1,33,1,90,CA,0.84
23469,5,4,4,4,3,5,4,4,3,3,3,2,3,5,4,2,3,3,3,5,3,3,26,1,85,CA,0.72
23470,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29,1,80,CA,0.9
23471,5,2,2,2,3,4,2,5,5,2,4,5,3,4,5,5,4,4,5,4,5,4,38,1,95,AU,0.6
23472,4,5,5,5,5,4,5,2,5,5,1,5,5,5,4,4,5,3,1,4,5,1,47,1,100,HK,0.8
23473,5,3,2,4,4,5,5,5,5,5,4,5,3,4,5,5,5,4,5,5,3,3,18,1,95,CA,0.76
23474,5,5,5,2,4,4,4,4,5,4,2,3,4,5,4,4,5,1,2,4,2,2,34,1,45,US,0.76
23475,5,5,5,4,1,5,5,5,4,2,1,1,2,5,5,5,4,5,2,5,5,1,38,2,60,US,0.78
23477,4,3,3,4,2,5,4,3,4,3,1,1,2,4,4,2,3,2,1,1,2,2,55,1,100,US,0.64
23478,4,4,2,1,2,2,4,1,3,1,1,1,2,4,4,4,3,1,2,2,3,1,40,1,85,US,0.46
23480,5,2,5,1,5,5,3,4,1,2,5,4,1,1,1,1,1,1,2,4,2,1,30,1,80,US,0.62
23481,5,5,2,1,2,5,5,5,5,1,1,2,2,4,3,4,2,2,2,4,1,1,40,2,99,CA,0.7
23482,4,5,2,1,4,4,4,3,4,2,1,2,4,5,3,3,2,3,3,4,4,1,61,2,100,CA,0.62
23483,4,4,4,4,1,2,4,4,2,2,1,1,2,4,5,4,4,2,4,4,4,2,61,1,90,US,0.58
23484,4,1,3,2,4,4,2,4,3,3,3,4,4,3,3,2,2,3,5,4,5,4,19,1,70,AU,0.54
23485,5,3,2,2,2,5,2,5,5,4,4,3,4,5,4,4,3,4,4,5,4,2,43,1,95,US,0.62
23486,2,3,4,3,5,4,4,3,3,5,3,5,3,5,4,3,4,4,3,4,2,2,19,1,70,US,0.62
23487,5,3,3,3,5,3,2,4,4,4,3,3,2,2,4,2,4,3,4,4,4,2,24,1,76,US,0.64
23488,4,2,2,4,4,4,2,4,3,4,4,4,4,5,2,4,3,4,5,4,4,4,54,1,90,US,0.58
23489,4,4,4,4,4,4,5,2,3,4,2,3,3,4,5,3,4,2,2,2,2,1,25,1,90,US,0.68
23490,3,5,1,2,5,4,2,5,3,1,3,3,4,5,4,4,3,3,3,5,4,3,41,1,80,US,0.6
23491,5,2,1,2,3,5,3,5,4,3,3,2,3,4,2,3,2,4,3,4,5,3,44,1,90,US,0.6
23492,5,4,5,4,5,1,5,5,5,2,4,5,3,4,4,4,4,4,4,5,5,3,34,2,50,US,0.78
23493,5,4,4,1,5,5,3,5,3,4,5,4,3,4,4,1,4,3,5,4,3,3,24,1,75,US,0.7
23494,4,3,4,2,2,3,4,4,4,1,1,1,1,1,4,1,1,1,2,2,3,1,18,1,98,US,0.6
23495,4,4,4,2,4,4,4,4,4,4,2,2,2,4,4,2,2,3,3,4,4,2,36,1,75,US,0.68
23496,5,1,1,4,5,5,2,5,1,4,5,2,5,4,5,5,4,5,5,2,5,4,50,1,95,US,0.58
23497,4,4,4,2,4,5,4,2,4,1,2,2,5,5,5,5,5,2,4,5,1,2,33,1,75,CA,0.66
23498,4,4,3,1,4,5,3,3,3,1,1,2,1,3,5,2,4,2,2,4,4,2,61,1,90,US,0.6
23499,5,5,5,4,4,5,5,2,3,1,1,2,2,2,1,5,4,2,1,4,3,3,31,2,100,US,0.76
23500,5,4,1,3,4,5,2,5,1,5,3,5,5,4,4,4,5,4,4,5,5,4,54,1,85,US,0.6
23501,4,2,3,4,5,4,4,4,4,3,3,2,4,4,4,3,4,4,4,4,4,3,43,1,90,US,0.68
23502,5,4,2,4,2,4,5,3,3,3,2,2,2,3,4,3,2,3,2,3,4,2,46,2,98,US,0.64
23503,3,4,4,2,2,3,1,2,1,1,1,1,3,2,5,4,4,4,2,4,4,3,24,1,75,US,0.44
23504,5,4,3,1,5,5,5,4,5,5,5,5,5,5,5,1,5,3,5,5,5,5,17,1,100,NZ,0.74
23505,2,4,2,2,2,3,4,2,4,1,2,4,1,4,5,4,4,2,2,4,4,2,28,1,75,US,0.5
23506,5,1,2,2,4,5,3,3,3,4,2,2,4,4,4,2,2,3,2,4,4,3,27,1,80,US,0.56
23507,5,1,4,3,4,3,2,3,1,2,4,3,5,5,1,3,3,4,3,5,3,3,22,1,80,US,0.52
23508,5,1,2,2,4,4,2,4,4,4,4,2,4,5,3,3,3,4,3,3,4,3,47,1,90,US,0.56
23509,3,4,2,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,4,3,3,2,46,1,88,US,0.62
23510,3,2,2,2,3,5,3,2,3,2,2,1,3,4,3,2,4,2,2,1,2,2,31,1,50,HK,0.5
23511,1,2,3,1,5,5,2,3,2,2,2,4,4,4,1,1,2,1,1,1,2,1,39,1,80,US,0.48
23512,5,5,5,2,3,5,2,4,5,2,4,4,4,4,5,4,4,4,4,5,4,3,29,1,50,US,0.72
23513,4,1,3,2,3,4,2,2,4,2,2,1,4,3,4,1,4,2,4,2,2,3,22,1,85,US,0.5
23514,4,4,4,2,3,4,4,3,4,2,2,2,3,4,4,4,1,4,2,4,2,2,29,1,40,US,0.64
23515,3,2,3,4,2,4,2,2,4,2,4,4,4,4,2,2,2,2,2,3,2,2,28,2,80,AU,0.52
23516,5,2,2,4,2,5,2,4,4,4,3,2,3,5,4,4,4,2,4,4,4,3,38,1,80,US,0.6
23517,5,2,4,1,5,5,4,2,2,1,2,2,2,4,5,3,4,4,4,4,4,3,28,1,90,US,0.6
23518,4,3,1,3,4,4,2,4,4,2,2,2,3,3,5,4,3,4,4,2,4,3,61,1,85,US,0.58
23519,4,4,3,1,3,2,3,2,5,1,1,2,2,3,4,3,2,2,2,4,2,2,22,1,70,CA,0.54
23520,4,4,3,2,2,3,4,2,1,2,1,4,3,3,2,2,2,2,1,4,1,1,29,1,100,US,0.5
23521,4,2,3,4,3,3,3,2,4,2,4,3,4,4,5,4,4,3,3,4,3,3,22,1,90,US,0.56
23522,3,2,4,3,3,3,3,2,4,4,3,2,4,5,4,2,4,2,3,4,4,3,18,1,50,BR,0.54
23523,5,2,2,4,4,5,5,5,4,4,4,4,4,5,4,2,4,3,4,4,3,4,20,1,80,US,0.72
23524,2,2,4,2,2,4,4,4,2,1,3,2,4,5,5,4,4,3,4,4,4,3,16,1,40,US,0.52
23525,5,2,2,4,5,5,2,4,2,5,5,5,4,5,1,5,5,5,5,5,5,5,38,1,90,US,0.62
23526,5,4,5,5,2,5,4,5,4,2,4,4,4,5,5,4,5,5,5,5,5,4,21,2,85,CZ,0.78
23527,4,5,4,3,2,4,5,4,4,3,5,5,0,5,4,5,0,5,5,5,3,5,84,2,100,US,0.7
23530,5,2,4,0,4,5,4,4,4,2,1,2,4,4,5,4,4,5,4,4,5,4,28,1,80,EE,0.64
23531,4,4,5,5,5,4,4,5,5,5,2,4,2,4,5,3,4,4,4,4,4,4,33,1,88,US,0.82
23533,4,3,3,4,4,5,4,5,5,4,2,1,3,4,4,4,4,2,2,4,4,2,31,1,50,US,0.74
23534,2,5,5,2,5,5,5,2,5,1,1,2,1,5,1,1,1,2,1,2,2,1,20,1,80,VE,0.72
23535,4,2,2,2,2,5,2,2,4,2,4,2,4,5,4,4,1,2,4,4,1,3,27,1,75,US,0.5
23536,4,4,3,3,4,5,4,4,3,2,4,4,4,4,4,2,3,3,3,3,2,2,19,1,50,US,0.68
23537,4,3,3,2,3,4,4,4,4,2,2,1,3,2,4,3,4,2,3,2,4,2,39,1,75,US,0.62
23538,4,3,4,3,5,4,3,5,5,3,2,2,2,4,5,4,4,4,2,4,4,2,30,1,90,US,0.72
23539,2,2,1,3,1,5,5,1,5,1,1,1,1,5,4,2,1,1,4,4,4,1,25,1,90,US,0.5
23540,4,2,4,3,4,5,4,4,5,4,2,2,4,4,4,3,3,5,4,2,2,3,20,1,80,CA,0.7
23541,5,5,4,2,5,4,4,4,5,5,3,4,2,5,4,4,4,2,4,4,5,2,40,1,90,NZ,0.76
23542,5,2,4,2,4,5,4,4,3,1,3,4,3,5,5,5,5,3,4,5,4,3,26,1,90,GB,0.66
23543,2,2,2,2,3,4,4,2,5,2,2,2,2,4,4,4,4,2,4,4,3,3,30,1,80,US,0.52
23544,5,3,3,5,5,5,2,5,4,4,4,2,5,5,5,4,4,0,5,5,5,4,24,1,99,IN,0.74
23545,4,3,2,2,3,2,4,2,4,2,2,2,3,2,4,2,3,2,3,3,4,2,22,1,75,AU,0.52
23546,4,4,5,2,4,4,4,4,5,4,4,4,3,5,2,4,4,3,3,4,3,4,20,1,90,US,0.72
23547,5,4,3,3,4,5,3,5,5,3,4,4,4,5,5,5,4,4,4,5,4,5,31,1,90,SG,0.74
23548,4,1,4,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21,1,95,FI,0.66
23549,4,2,4,2,3,4,4,2,4,2,1,1,1,2,4,4,4,2,2,4,4,2,29,2,75,US,0.58
23550,5,5,2,1,5,5,3,5,5,1,4,5,5,5,5,5,5,1,4,4,5,2,25,1,92,US,0.72
23551,4,2,3,2,2,4,3,2,3,1,2,2,3,4,2,2,1,2,1,2,2,1,22,1,85,US,0.5
23552,2,2,2,2,2,3,3,1,2,2,2,1,2,4,2,2,2,2,2,2,1,2,27,1,90,US,0.38
23554,5,3,3,4,4,4,5,4,4,2,3,2,4,4,4,4,4,2,4,4,4,3,33,1,80,US,0.72
23555,0,0,0,0,0,0,1,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,21,1,100,GB,0.02
23556,5,4,5,3,4,4,4,4,5,3,2,2,3,5,4,4,5,4,3,4,4,3,28,1,40,US,0.76
23557,5,5,4,5,2,3,5,3,4,3,1,1,1,4,5,5,5,4,1,3,4,2,55,1,99,US,0.72
23558,4,5,4,4,4,3,4,4,4,4,1,2,4,4,5,5,5,2,2,4,2,2,53,1,65,GB,0.72
23559,5,4,4,4,3,4,4,5,4,2,4,2,3,3,4,3,3,4,3,3,4,3,30,1,90,QA,0.74
23560,4,3,3,2,2,2,3,5,4,3,2,3,3,5,4,2,3,2,3,3,3,3,36,1,65,AU,0.56
23561,3,2,3,2,2,5,2,4,3,4,3,1,3,5,2,2,2,2,2,3,2,2,26,1,85,HU,0.52
23562,5,2,4,5,5,5,1,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,23,1,80,US,0.74
23563,4,2,4,3,3,5,4,4,3,1,2,2,2,4,2,2,2,1,0,3,2,1,21,1,70,HR,0.64
23564,2,2,4,2,4,4,4,3,4,2,2,3,4,4,4,4,4,4,4,4,4,3,28,1,40,FI,0.58
23565,5,3,4,4,3,4,4,5,3,5,3,4,5,5,5,5,3,4,5,4,4,4,20,2,90,IT,0.7
23566,5,2,2,5,4,4,3,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,20,1,90,AU,0.68
23567,5,4,5,5,5,5,5,5,4,5,4,2,4,4,5,4,5,5,4,4,4,4,22,1,90,US,0.86
23568,5,3,2,5,4,5,2,5,5,4,5,2,5,5,5,5,5,5,4,1,4,2,28,1,70,US,0.72
23569,5,5,5,4,4,5,5,5,4,2,2,3,4,2,5,5,4,4,2,1,1,2,24,1,90,AU,0.84
23570,4,3,2,4,4,4,4,5,4,2,2,4,3,5,4,3,3,4,3,4,3,3,47,1,100,NO,0.68
23571,4,3,3,3,2,4,4,2,4,2,2,1,2,3,4,3,3,1,1,3,3,1,63,2,95,US,0.58
23572,5,4,3,4,4,4,4,4,4,3,3,5,4,3,4,4,4,3,4,4,4,4,19,1,90,US,0.72
23573,5,2,4,2,5,5,1,4,3,2,5,4,3,4,4,4,4,4,4,4,4,4,52,1,75,FI,0.62
23575,5,4,4,1,1,4,4,1,2,1,1,1,2,4,1,1,1,1,1,4,1,1,29,1,90,ES,0.52
23576,5,5,4,4,4,4,5,3,5,2,3,3,4,5,5,5,2,4,5,5,2,4,19,1,80,SK,0.78
23577,4,3,2,3,3,4,4,4,2,2,4,3,4,4,5,3,4,5,3,2,4,4,37,1,70,DE,0.58
23578,5,4,3,2,4,2,4,4,4,3,1,2,3,5,4,4,4,3,2,3,4,3,49,1,80,US,0.64
23579,2,4,2,2,2,5,4,4,4,1,3,1,3,2,5,5,5,2,4,4,4,2,31,1,75,US,0.58
23580,4,4,3,5,4,4,5,5,5,5,2,2,4,5,4,4,4,3,4,4,4,3,25,2,95,US,0.78
23581,4,1,3,5,2,4,4,4,4,4,4,3,4,4,5,4,3,3,3,0,2,3,25,1,80,GB,0.62
23582,4,3,4,3,4,4,3,4,4,4,2,2,3,4,4,4,4,4,3,4,4,3,34,1,75,FR,0.66
23583,4,2,1,3,4,4,2,4,5,1,2,2,1,5,3,2,1,5,4,4,5,3,44,1,75,GB,0.58
23584,4,2,2,3,3,4,4,2,4,1,2,2,1,4,4,3,2,2,2,4,4,2,26,2,70,GB,0.56
23585,5,4,4,4,5,5,3,5,5,5,4,2,2,5,4,5,1,2,2,2,3,2,51,1,85,DE,0.8
23586,5,5,5,4,4,5,5,5,5,5,5,4,2,5,5,5,5,5,4,5,5,2,18,2,50,US,0.86
23587,4,4,3,2,3,2,4,2,4,2,2,3,3,3,4,2,2,3,2,4,2,2,20,1,75,US,0.56
23588,5,4,4,3,5,5,4,5,4,4,2,4,5,5,2,3,3,3,3,3,4,3,40,1,90,GB,0.78
23589,3,2,2,2,4,3,3,3,3,3,3,4,4,2,4,3,4,2,3,4,3,3,29,1,90,FI,0.5
23590,4,4,4,4,0,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,3,4,19,1,90,AU,0.66
23591,2,4,4,2,4,2,4,4,3,1,2,2,4,5,2,1,2,2,1,4,1,1,22,1,70,FI,0.58
23592,5,4,5,2,4,5,4,5,4,2,5,2,4,4,4,4,4,5,5,4,4,4,29,1,100,AU,0.76
23593,5,4,4,2,4,5,5,5,2,2,3,2,4,4,5,5,4,4,4,4,4,2,29,1,80,US,0.72
23594,4,2,4,3,4,4,2,3,4,3,5,5,4,4,3,2,2,3,2,5,4,4,23,1,80,GB,0.6
23595,2,4,5,4,5,5,4,4,4,4,4,2,2,5,4,1,2,2,2,4,2,2,23,1,70,AT,0.74
23596,3,2,3,3,2,3,3,3,3,1,1,1,1,3,3,3,3,3,3,1,0,1,55,2,90,US,0.5
23597,5,2,1,4,4,5,3,4,4,4,5,5,4,4,4,4,2,4,5,5,4,4,31,1,80,BR,0.64
23598,5,1,4,1,4,2,2,4,4,2,5,4,5,1,2,2,4,1,4,4,5,1,30,1,80,US,0.54
23599,2,2,4,2,3,2,2,2,4,4,2,2,1,5,5,3,2,2,4,4,4,2,31,1,80,KW,0.46
23600,2,2,4,4,4,5,4,2,4,4,3,2,2,3,4,5,2,2,2,5,4,1,40,1,75,US,0.62
23601,4,3,3,5,5,5,4,4,4,4,4,4,4,4,3,2,4,4,5,4,3,4,47,1,9,JP,0.74
23602,5,1,1,5,4,5,4,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,25,1,85,MV,0.7
23603,4,2,2,4,3,4,3,3,2,3,1,2,2,4,4,3,3,2,3,4,1,3,23,1,80,GB,0.54
23604,2,3,5,2,2,5,5,4,5,5,4,1,5,5,4,4,3,4,3,2,1,4,21,1,70,GB,0.66
23605,2,4,4,3,4,3,3,2,3,2,4,4,4,5,4,2,2,2,2,4,2,2,22,1,50,US,0.56
23606,4,2,2,2,4,4,3,3,5,1,3,2,1,4,5,4,4,2,2,4,4,2,20,1,90,NO,0.58
23607,5,4,2,4,3,5,3,5,3,3,1,2,4,5,4,2,4,2,3,3,3,3,25,1,60,GB,0.68
23608,5,4,5,3,4,5,4,4,2,4,4,4,3,5,5,5,4,3,5,5,4,4,30,1,80,AU,0.72
23609,4,1,2,1,2,4,2,3,4,2,4,4,2,4,5,4,4,3,3,3,3,2,29,1,70,BG,0.46
23610,2,2,2,3,4,4,2,4,3,4,4,4,4,4,3,2,2,2,4,4,3,4,21,1,50,US,0.52
23611,2,3,4,3,5,5,4,5,5,4,2,3,4,4,5,4,5,1,3,4,3,2,30,1,70,US,0.72
23613,4,2,3,2,4,3,2,2,3,2,2,2,3,3,4,3,4,2,3,4,2,2,27,1,80,AU,0.5
23614,5,3,5,4,2,5,5,5,5,2,5,4,1,3,4,5,3,4,5,5,5,3,21,1,99,GR,0.78
23615,5,5,3,5,5,5,5,5,5,4,5,5,4,5,5,5,5,3,4,1,3,4,18,1,95,GB,0.86
23616,1,1,4,2,1,5,1,1,5,2,1,2,1,2,4,4,1,2,1,5,5,1,19,1,10,GB,0.42
23617,2,3,2,2,2,2,2,2,4,1,2,2,3,3,4,4,3,3,2,3,2,2,19,1,85,GB,0.42
23618,4,4,1,4,5,5,4,4,2,5,3,2,5,3,4,2,5,2,5,5,5,4,21,1,80,BH,0.66
23619,5,1,4,2,4,4,2,4,5,3,5,4,4,5,5,4,2,2,4,5,5,4,17,1,85,SG,0.62
23620,2,3,4,4,2,4,4,4,3,2,3,2,3,4,3,2,3,2,3,2,1,3,43,1,90,GB,0.6
23621,5,4,3,2,2,5,4,4,5,2,3,4,4,5,5,5,4,4,2,5,0,2,26,1,5,GB,0.68
23622,4,4,3,4,3,5,3,3,5,1,1,1,1,5,5,3,2,1,4,4,5,3,26,1,90,GB,0.68
23623,4,4,4,2,5,5,4,4,4,5,1,1,2,4,4,4,3,2,2,4,3,3,48,1,80,US,0.72
23624,4,2,4,5,4,5,2,5,4,5,5,2,4,5,5,4,4,3,5,5,4,4,21,1,75,GB,0.7
23625,4,4,5,3,2,4,5,4,5,2,1,1,3,4,3,2,2,1,4,4,1,2,20,2,75,GB,0.72
23626,5,5,4,2,5,5,5,5,5,4,3,4,3,4,5,2,3,2,1,1,1,1,39,1,80,SE,0.82
23627,4,4,4,2,5,4,4,4,5,4,3,3,4,4,5,5,5,3,4,4,3,4,35,1,80,CA,0.72
23628,4,4,4,4,2,4,4,4,4,2,2,1,2,4,5,5,4,4,2,4,2,2,49,1,86,US,0.68
23629,4,2,5,2,5,5,2,3,5,5,3,4,4,5,5,5,5,2,3,5,5,3,25,1,80,ZA,0.66
23630,5,3,4,3,3,5,3,4,2,3,2,2,3,3,3,2,5,3,2,3,4,3,34,1,90,US,0.64
23631,3,4,3,4,4,4,4,4,4,2,3,3,4,4,3,2,2,2,2,4,3,2,58,1,75,US,0.68
23632,4,3,4,2,2,2,2,2,4,3,2,2,2,3,4,2,2,2,2,3,1,2,34,1,50,GB,0.5
23633,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,1,50,BA,0.06
23634,5,1,1,5,4,5,1,5,5,5,4,1,5,1,5,5,5,5,4,2,4,1,28,1,100,IN,0.64
23635,2,1,1,2,2,5,2,1,1,1,2,2,3,3,2,3,4,2,1,2,5,1,19,2,90,GB,0.34
23636,5,2,3,4,5,5,3,5,4,5,5,4,4,5,4,3,4,3,3,3,3,3,20,1,100,US,0.72
23637,5,1,3,5,4,5,3,4,3,5,5,5,5,5,3,3,3,2,5,5,5,5,20,1,100,FR,0.66
23638,3,5,4,5,3,4,5,4,5,3,1,1,1,1,5,5,3,1,4,4,1,3,13,1,75,FR,0.76
23639,4,1,5,4,5,4,2,4,4,4,3,4,4,5,4,4,2,2,4,2,3,2,18,1,75,IN,0.66
23640,4,3,3,2,3,0,2,4,4,3,4,3,4,5,4,3,3,2,5,4,2,2,18,1,90,US,0.5
23641,4,3,3,5,4,5,4,4,5,1,2,1,3,5,5,5,5,2,3,4,5,3,42,1,90,US,0.74
23642,4,3,4,2,4,3,3,3,4,2,2,2,4,4,4,3,3,2,2,2,3,3,30,1,20,ES,0.6
23643,4,1,3,2,2,5,2,4,4,2,3,2,2,2,3,2,3,2,3,4,4,1,58,2,50,US,0.54
23644,5,1,4,4,2,5,3,3,2,3,3,3,3,2,5,5,5,4,3,5,4,3,18,1,75,AU,0.58
23645,4,4,3,2,4,4,4,4,4,3,2,3,2,4,4,4,3,2,2,4,2,2,46,1,70,US,0.66
23646,2,1,4,3,3,4,5,3,4,4,1,1,2,4,3,1,1,2,1,1,2,1,44,1,85,CA,0.58
23647,5,4,4,5,4,5,4,5,4,2,5,4,5,4,5,3,3,5,3,5,2,3,24,1,95,BR,0.8
23648,2,3,2,2,4,4,4,4,4,2,4,1,4,4,4,4,4,3,3,3,4,2,31,1,90,GB,0.58
23649,2,1,4,1,1,4,1,1,4,1,1,1,1,5,1,1,1,1,1,4,1,1,18,1,2,GB,0.38
23650,5,4,5,3,4,5,5,5,5,4,5,2,4,5,4,2,4,4,4,4,4,3,41,1,80,US,0.82
23651,5,1,4,4,5,4,2,4,2,4,4,4,4,5,4,2,2,4,4,5,2,4,23,1,90,PL,0.62
23652,5,5,5,4,3,5,5,3,5,1,1,1,1,1,5,1,3,4,2,1,5,1,30,2,80,US,0.8
23653,5,4,4,4,2,5,5,4,4,3,2,2,2,5,5,3,5,4,3,2,4,3,28,1,90,GB,0.74
23654,4,3,3,4,2,4,4,3,4,2,1,1,3,3,3,3,3,3,3,2,3,3,18,1,70,GB,0.62
23655,4,2,2,4,4,5,1,4,4,4,2,4,2,5,4,4,0,3,4,5,4,2,31,1,95,AU,0.6
23656,3,2,4,2,4,5,2,2,4,4,2,3,4,4,5,4,3,1,4,4,2,3,17,1,65,SG,0.56
23657,3,2,4,4,2,4,4,2,3,2,1,1,1,3,4,3,4,2,1,4,3,2,16,2,50,GB,0.56
23658,4,1,2,4,2,4,2,4,5,5,5,4,3,4,4,4,1,1,1,4,2,2,23,1,87,PL,0.56
23659,4,4,4,5,4,3,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,20,2,87,DE,0.72
23660,4,1,4,5,4,5,1,3,4,4,2,1,4,2,5,2,2,1,2,2,2,2,23,3,85,CA,0.62
23661,5,5,5,3,3,4,5,5,5,3,2,4,1,4,5,5,5,4,1,3,2,2,22,1,80,US,0.8
23662,5,1,5,5,4,5,1,5,4,5,5,5,5,5,2,1,3,1,5,5,5,5,22,1,80,CA,0.7
23663,3,2,2,4,3,4,4,2,4,2,3,4,3,3,4,4,4,3,4,2,2,3,23,1,95,PL,0.56
23664,4,2,2,3,2,4,4,4,5,1,2,2,3,4,3,2,2,2,2,3,2,2,17,1,90,AU,0.6
23665,5,1,2,4,2,5,1,4,5,4,4,4,4,4,4,3,4,4,4,5,3,5,18,1,96,US,0.58
23666,3,2,2,2,2,4,2,2,3,3,2,2,2,4,3,2,2,3,4,2,3,3,53,1,80,CA,0.44
23667,5,2,3,3,4,4,2,4,5,4,2,3,2,3,5,4,5,3,2,3,3,3,22,1,80,GR,0.64
23668,5,1,1,5,4,5,2,5,1,4,3,2,2,5,5,2,3,4,4,4,5,2,45,1,75,US,0.58
23669,4,2,4,4,4,4,4,4,4,4,2,3,4,5,4,4,5,3,2,4,4,2,29,1,83,US,0.68
23670,3,5,4,4,4,5,3,5,5,2,4,2,3,3,3,2,2,2,4,4,3,3,24,3,80,US,0.76
23671,3,4,2,2,2,2,4,2,2,2,2,1,1,4,2,1,3,1,2,4,2,1,20,1,85,ES,0.46
23672,0,1,2,3,5,4,1,4,2,2,2,5,2,2,3,2,4,2,1,2,4,1,23,1,90,NO,0.44
23673,3,4,4,2,1,1,4,2,4,1,1,1,1,5,4,3,4,2,4,4,1,2,20,1,85,GB,0.5
23674,1,1,1,1,1,1,1,1,2,1,5,5,1,1,4,4,4,1,4,1,1,1,19,1,75,GB,0.2
