,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,HSNScale,US/OTHER
4759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,0.18,1
4760,5,4,1,3,5,5,5,5,5,5,5,4,5,5,3,3,1,5,5,5,2,1,20,2,10,0.76,1
4761,3,2,2,2,2,3,3,2,2,2,2,2,3,4,4,3,4,2,2,3,3,3,26,1,95,0.42,1
4762,3,2,4,4,4,5,4,1,2,1,2,2,1,4,4,4,1,4,3,4,2,2,17,1,50,0.58,1
4763,4,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,18,1,96,0.84,1
4764,4,4,3,2,2,4,4,3,5,2,2,2,3,2,4,3,4,2,3,3,2,3,15,1,9,0.62,1
4765,4,3,4,2,2,4,2,4,2,1,1,1,4,3,4,4,3,2,4,4,2,4,23,2,90,0.54,0
4766,3,2,2,3,4,4,2,2,2,3,4,3,4,4,2,2,2,2,2,2,4,2,21,1,50,0.48,0
4767,3,4,5,3,4,4,4,4,5,3,2,3,2,4,4,2,3,4,3,4,2,3,18,2,85,0.72,1
4769,2,4,5,1,2,4,4,1,2,1,2,3,2,4,3,2,2,4,3,4,2,2,15,1,79,0.5,1
4770,4,4,5,4,5,5,5,4,4,5,5,4,4,4,2,1,4,1,2,5,2,2,20,1,85,0.8,1
4771,5,1,5,5,2,4,1,5,5,2,4,4,5,5,2,1,1,5,4,4,5,4,19,1,50,0.66,1
4772,4,2,3,4,3,3,2,3,4,4,4,4,3,3,4,3,4,3,3,4,2,2,17,1,70,0.56,1
4773,3,1,1,5,5,5,3,5,5,5,5,5,5,5,5,3,5,1,5,5,1,5,21,1,100,0.66,0
4774,4,3,2,4,4,4,4,2,3,3,4,4,4,5,2,2,2,2,2,4,2,3,27,1,95,0.6,0
4775,5,3,3,5,4,5,5,4,5,2,2,3,5,5,3,1,2,4,2,5,2,2,22,1,78,0.78,1
4776,1,1,5,1,5,5,5,3,1,5,5,5,5,5,5,1,1,5,5,5,5,5,27,1,96,0.54,1
4777,1,2,1,3,1,1,2,1,1,2,1,1,1,2,4,3,3,1,1,2,1,1,42,1,100,0.26,1
4778,4,4,4,3,4,3,3,2,4,3,3,4,3,3,5,4,4,4,3,3,4,4,21,1,85,0.62,1
4779,5,2,2,4,5,3,4,4,4,3,5,5,4,5,5,3,5,2,3,4,4,3,25,2,85,0.66,1
4780,5,3,5,3,5,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,5,5,18,1,95,0.82,0
4781,5,5,5,5,1,5,5,5,5,4,2,2,2,1,5,5,5,5,2,5,4,4,17,1,95,0.82,1
4782,4,2,4,3,3,4,4,2,3,3,2,2,2,2,4,3,3,3,4,4,4,3,22,1,80,0.58,0
4783,1,1,1,3,1,4,1,4,3,1,5,5,5,3,4,5,4,3,5,5,4,5,18,1,86,0.38,1
4784,3,2,2,2,3,4,3,4,4,1,3,1,4,5,2,3,2,3,4,3,3,4,19,1,64,0.54,1
4785,4,2,2,3,5,5,2,5,2,1,4,4,4,5,2,4,3,4,5,2,5,5,21,1,85,0.6,0
4786,4,2,4,4,4,4,3,5,5,3,5,2,4,4,2,1,4,5,4,5,2,4,19,1,87,0.7,1
4787,1,2,1,4,1,3,2,1,4,2,1,1,1,4,4,1,1,1,1,5,1,1,20,1,100,0.38,1
4788,4,4,3,4,5,2,4,2,4,2,2,4,4,4,4,3,5,4,2,5,2,4,21,1,80,0.64,1
4789,4,3,4,5,3,4,1,5,4,2,4,2,4,4,4,4,4,2,1,4,2,2,20,1,86,0.66,0
4790,4,5,5,5,3,5,5,5,5,3,5,4,5,5,5,4,3,5,5,3,5,5,16,1,35,0.84,1
4791,4,3,4,4,4,5,4,4,3,2,5,4,4,2,3,2,3,2,4,5,2,2,27,1,90,0.7,1
4792,4,4,5,1,4,4,2,5,5,5,5,4,5,4,4,3,5,5,2,5,5,5,18,2,90,0.68,1
4793,5,2,4,3,4,5,1,5,3,5,5,5,5,5,4,3,3,4,5,5,5,5,32,1,75,0.64,1
4795,5,3,5,1,4,5,5,5,5,4,5,5,5,5,5,2,5,4,5,5,5,5,20,1,80,0.76,1
4796,5,2,5,2,5,4,5,4,4,1,1,5,3,4,5,4,4,3,2,5,5,4,25,1,89,0.72,1
4797,2,2,2,2,2,2,4,1,4,2,2,2,2,2,5,4,4,2,3,4,4,2,29,1,90,0.42,1
4798,3,2,3,4,3,4,4,3,4,2,4,4,3,5,3,3,3,3,3,4,4,2,21,1,75,0.6,1
4799,5,3,5,1,5,5,5,5,5,5,1,3,4,5,5,4,2,1,2,3,3,1,21,1,80,0.78,1
4800,4,4,1,2,3,3,4,2,2,4,5,4,4,2,5,4,4,1,4,4,3,4,17,1,70,0.5,1
4801,3,1,1,3,2,4,3,2,3,2,2,3,1,1,2,2,3,4,4,5,4,3,22,1,65,0.44,1
4802,4,1,2,4,4,4,3,4,4,3,4,4,4,4,4,4,5,4,4,5,5,4,25,1,90,0.6,1
4803,5,1,1,2,4,5,5,3,5,2,4,1,4,3,4,3,2,3,4,4,5,2,25,1,85,0.62,1
4804,4,2,4,3,5,5,3,5,5,3,2,1,3,5,4,3,4,4,4,4,4,4,20,1,75,0.72,0
4805,2,2,2,2,2,3,2,1,4,2,2,2,1,1,1,3,1,2,2,5,1,1,21,1,80,0.4,0
4807,3,2,4,1,3,4,4,4,4,2,2,1,2,4,4,4,3,2,2,2,2,1,35,1,70,0.58,1
4808,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,24,1,90,0.68,1
4809,4,3,4,4,3,4,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,20,1,95,0.62,1
4810,1,3,4,3,2,5,4,1,5,1,1,1,2,4,2,2,3,3,5,3,3,3,16,1,75,0.56,1
4811,5,4,4,3,2,5,4,3,4,3,2,2,2,5,4,2,4,4,2,5,4,2,22,2,77,0.68,0
4814,3,2,4,5,3,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,4,5,16,1,95,0.68,1
4815,4,2,2,2,4,4,3,3,4,3,3,2,4,4,4,3,4,2,4,4,4,4,22,1,90,0.56,1
4816,5,5,1,2,4,5,5,4,3,1,4,4,1,3,2,4,1,4,4,4,4,4,29,1,100,0.68,1
4817,4,4,3,4,4,4,4,2,4,4,4,4,2,4,4,3,3,2,4,4,2,4,21,1,80,0.66,1
4818,2,3,4,4,2,4,2,2,5,5,2,3,4,3,4,2,3,2,5,5,2,4,19,1,80,0.56,0
4819,2,2,4,1,2,5,3,4,5,2,3,3,4,5,3,4,2,3,2,4,2,2,21,1,90,0.56,1
4820,3,4,3,2,3,2,4,1,4,1,1,1,1,4,5,4,3,2,2,2,3,1,20,2,78,0.52,0
4821,4,1,2,4,2,5,4,2,4,1,5,1,2,4,4,4,4,3,4,5,1,2,18,1,80,0.56,1
4822,3,1,3,4,3,5,2,3,3,5,5,3,5,4,4,3,4,2,4,4,3,3,24,1,85,0.54,1
4823,5,2,5,2,5,5,4,4,5,4,4,4,5,4,4,4,4,2,4,4,4,4,21,1,82,0.74,1
4825,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,1,5,5,3,18,1,90,0.9,0
4826,3,4,4,3,3,5,4,1,3,2,4,3,4,4,2,2,2,3,4,4,3,2,20,1,70,0.6,1
4827,2,1,4,3,5,5,1,3,3,3,5,1,5,5,4,2,2,1,5,5,2,4,25,1,85,0.54,1
4828,4,2,4,1,1,5,3,1,4,2,2,1,4,3,3,4,2,4,2,4,2,1,24,1,99,0.5,1
4829,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,21,1,85,0.68,1
4830,3,3,4,4,4,5,4,5,4,5,2,3,4,4,5,2,4,2,1,4,4,3,21,1,60,0.72,1
4831,5,3,2,4,3,4,4,2,5,2,3,3,5,5,5,4,5,3,3,5,5,4,21,1,60,0.64,0
4832,2,2,3,1,3,4,4,1,5,1,1,1,4,4,1,2,4,2,2,5,2,3,17,2,80,0.5,1
4833,4,1,4,1,4,4,3,3,4,2,2,1,2,3,4,3,4,4,4,2,4,3,19,1,85,0.56,1
4834,3,2,3,3,4,4,2,4,4,2,4,4,4,4,4,3,4,3,4,4,4,3,34,1,65,0.58,0
4835,5,4,4,1,5,5,4,5,5,2,3,4,5,5,5,5,4,3,4,5,4,4,19,1,9,0.76,0
4836,1,5,5,5,5,1,5,5,5,4,5,5,5,5,3,1,1,5,4,5,1,3,20,1,88,0.74,0
4837,4,4,4,3,4,4,4,2,5,5,1,2,4,5,4,3,4,4,2,4,4,3,17,1,80,0.68,1
4838,4,5,5,4,2,3,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,2,18,2,75,0.66,1
4839,4,2,5,4,4,4,4,4,5,2,3,2,4,4,2,2,3,4,2,4,2,4,15,1,70,0.72,1
4840,4,2,2,2,4,3,2,2,2,1,5,2,5,5,5,4,4,2,2,2,2,2,27,1,90,0.46,0
4842,4,4,4,4,4,5,5,5,4,3,3,3,2,4,4,4,3,3,4,5,4,3,22,1,92,0.78,1
4843,2,3,2,5,3,4,4,4,4,5,5,5,5,3,4,3,3,4,4,4,1,4,18,1,90,0.62,1
4844,2,3,4,1,4,4,2,2,4,1,3,1,4,4,2,4,3,3,2,1,2,4,20,1,90,0.52,1
4845,1,1,2,1,3,3,4,4,5,2,3,4,4,3,3,3,2,3,3,5,1,2,16,1,50,0.48,1
4846,3,2,2,2,1,5,3,1,2,1,1,1,1,4,4,3,4,2,1,1,1,1,20,1,50,0.42,1
4847,4,1,3,5,2,5,4,5,1,5,5,5,5,5,1,1,4,4,5,5,5,5,18,1,90,0.6,1
4848,4,2,3,2,4,3,3,3,3,3,4,3,3,2,4,3,4,3,3,4,3,3,18,1,95,0.54,0
4850,3,4,2,3,4,4,2,4,4,2,2,2,1,3,4,2,3,2,4,4,1,3,19,1,90,0.6,1
4851,5,4,5,3,5,4,4,5,4,3,5,3,5,4,5,5,5,3,4,4,4,3,18,1,88,0.78,0
4852,2,4,1,3,2,4,3,2,4,1,1,1,1,4,3,4,4,2,2,4,1,2,20,1,85,0.5,1
4853,5,3,5,4,4,5,4,3,4,2,3,3,3,5,4,3,5,4,3,5,3,3,21,1,80,0.74,0
4854,2,3,3,3,3,4,2,3,3,3,4,3,4,3,2,2,2,3,4,3,3,3,26,1,75,0.52,0
4855,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,3,100,0.9,0
4858,4,5,2,4,1,4,4,4,4,1,1,1,1,5,4,5,3,2,1,4,2,1,16,1,90,0.64,0
4859,2,4,4,2,4,3,4,4,5,2,2,1,2,1,5,4,5,3,3,3,3,2,20,1,60,0.64,1
4860,4,4,2,2,4,5,4,5,5,2,4,4,3,3,4,1,3,5,2,3,4,3,22,1,70,0.7,1
4861,4,2,4,3,3,3,4,3,4,3,2,4,2,2,3,3,2,2,2,4,2,3,20,1,85,0.6,1
4862,5,3,5,3,4,5,5,5,5,4,5,5,4,5,1,2,2,2,3,5,4,4,23,1,90,0.8,0
4863,4,3,5,2,5,4,2,4,5,4,4,1,4,3,4,3,2,1,4,4,4,3,20,1,80,0.68,0
4865,4,2,2,2,3,4,4,1,5,1,3,4,2,4,5,5,4,4,4,5,4,3,20,3,89,0.54,0
4866,3,2,4,2,2,4,3,2,3,3,2,2,2,2,4,4,2,2,2,4,4,2,17,1,85,0.5,1
4867,3,2,3,2,4,5,4,3,5,4,5,2,5,5,4,3,3,3,3,3,3,3,22,1,80,0.62,1
4868,3,4,5,3,4,4,4,4,5,4,2,4,4,4,5,4,4,4,4,5,4,4,20,1,75,0.72,1
4869,3,5,1,5,2,5,5,4,5,3,4,4,4,4,4,1,1,3,4,5,1,2,21,2,65,0.7,1
4871,4,2,1,4,5,2,2,5,4,4,5,5,4,5,4,2,4,4,5,5,2,4,14,1,89,0.58,1
4872,5,1,3,2,2,4,3,1,4,2,1,1,4,2,2,2,4,3,2,3,4,2,17,1,80,0.5,1
4873,4,2,5,3,5,5,3,5,5,3,3,5,4,5,4,2,3,3,4,5,3,4,18,1,85,0.74,0
4874,4,4,2,2,3,4,4,3,4,2,2,2,2,3,4,4,3,2,2,4,4,2,33,2,98,0.6,1
4875,4,1,1,4,4,5,2,3,2,2,3,2,5,5,4,2,4,2,5,5,5,4,27,1,90,0.52,0
4876,4,1,1,3,2,5,2,2,4,3,5,2,4,2,4,5,3,3,2,4,3,2,28,1,90,0.48,1
4877,2,4,2,2,1,4,4,5,5,2,1,2,2,4,4,4,3,2,2,4,3,2,19,1,95,0.58,1
4878,5,3,2,3,4,4,4,4,4,3,5,4,4,4,2,3,3,4,3,4,3,4,17,1,90,0.66,0
4879,2,5,4,2,4,4,2,2,5,4,1,2,3,5,3,1,2,2,2,4,2,2,31,1,60,0.6,1
4880,2,4,1,2,2,4,2,2,4,2,1,1,2,1,2,2,5,3,2,5,4,2,21,2,50,0.46,1
4881,3,4,4,3,3,4,4,3,3,3,2,3,2,3,3,2,2,3,2,3,2,2,18,1,80,0.62,0
4882,4,5,5,2,4,4,4,3,3,4,1,1,3,5,4,3,2,1,2,4,4,1,24,1,70,0.68,0
4883,5,1,1,3,4,5,3,4,5,2,5,5,5,5,5,5,5,5,5,5,5,4,30,1,100,0.62,0
4884,4,4,4,2,3,5,5,4,4,2,1,2,1,3,5,4,4,3,2,4,4,2,25,1,80,0.7,0
4885,3,3,4,1,3,4,3,5,3,5,3,4,3,4,3,1,2,5,5,5,4,3,24,1,90,0.58,0
4886,4,4,3,3,4,5,3,4,4,3,4,4,4,5,4,2,4,4,4,4,2,3,17,1,80,0.68,1
4887,4,2,3,3,3,5,4,2,3,3,4,2,4,4,3,1,3,3,4,4,4,3,39,1,100,0.58,0
4888,2,5,5,4,2,5,5,2,4,5,2,1,4,5,5,3,1,3,4,4,2,2,16,2,94,0.68,1
4889,3,1,4,4,3,3,3,4,2,5,5,5,4,4,4,2,4,1,5,4,5,1,18,1,88,0.54,1
4890,5,4,5,4,4,4,5,4,4,2,1,4,3,5,5,5,5,5,5,5,5,4,25,1,89,0.78,1
4891,3,2,2,3,1,5,2,2,3,1,4,1,4,5,4,3,2,2,2,2,2,2,18,1,80,0.46,1
4892,2,1,4,3,2,5,4,2,4,2,2,2,3,5,4,1,1,2,1,4,4,2,16,1,90,0.54,0
4893,5,4,2,2,4,4,4,3,4,2,1,1,1,4,3,4,4,2,2,3,2,2,18,1,80,0.64,1
4894,3,4,3,3,4,5,5,3,4,1,3,1,4,4,3,4,2,2,4,3,4,2,25,2,90,0.68,0
4895,2,2,4,2,2,3,2,2,5,1,1,1,1,4,4,3,4,4,2,4,4,2,17,1,85,0.48,1
4896,3,3,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,3,4,4,2,28,1,80,0.68,0
4897,5,3,4,2,3,4,4,3,4,3,4,2,2,5,5,4,2,2,4,4,3,2,28,1,85,0.64,1
4898,5,3,5,1,4,4,3,5,4,2,2,4,4,5,3,4,2,5,5,5,2,4,15,1,85,0.68,1
4899,5,1,1,1,5,5,1,5,1,3,5,5,5,5,1,1,1,5,1,5,5,5,22,1,80,0.5,1
4900,5,3,4,4,4,5,3,4,5,4,4,4,2,4,4,4,2,2,4,5,4,3,18,1,90,0.74,1
4901,4,4,3,2,3,4,2,2,5,4,2,2,2,5,4,4,2,3,1,4,2,4,17,1,90,0.58,0
4902,3,4,4,2,2,2,2,2,1,2,1,1,1,2,4,2,2,2,4,4,1,2,19,2,98,0.44,1
4903,5,4,4,3,4,5,4,4,4,2,5,5,4,5,4,3,4,4,5,4,4,4,18,1,85,0.74,1
4904,5,2,5,4,4,4,4,4,2,4,2,2,3,2,5,4,3,1,3,5,3,3,22,1,100,0.68,1
4905,2,1,2,4,2,4,2,4,5,2,4,3,3,2,4,3,3,2,5,5,4,4,22,1,85,0.52,1
4906,5,5,5,4,2,4,5,1,3,2,4,5,2,5,5,4,4,2,2,4,2,2,27,1,85,0.68,1
4907,4,2,3,1,2,4,4,3,2,2,2,2,3,2,4,3,4,4,2,4,4,2,18,1,5,0.5,1
4908,4,2,2,1,2,4,4,2,4,2,2,1,2,4,2,1,2,1,2,4,2,1,19,1,80,0.5,0
4909,4,2,3,1,1,4,5,4,2,1,4,2,5,5,4,4,5,3,2,4,2,4,20,1,75,0.52,1
4910,5,1,2,5,4,5,2,5,5,5,5,1,2,5,5,4,5,5,5,4,4,4,22,1,80,0.68,1
4911,3,4,5,3,4,5,4,4,5,5,4,1,5,3,5,4,4,4,3,2,3,3,18,1,95,0.74,0
4912,3,2,4,4,4,4,3,3,3,2,5,5,5,4,4,3,4,4,5,4,2,2,26,1,85,0.6,1
4913,5,1,1,5,5,5,4,5,1,1,5,5,5,1,1,1,1,1,5,5,5,5,29,1,80,0.64,0
4914,4,3,4,3,4,5,4,4,5,3,3,4,5,4,1,1,2,4,2,4,3,3,18,1,92,0.72,1
4915,4,1,4,4,4,5,4,2,4,4,4,1,2,4,4,2,3,4,4,4,3,3,21,1,80,0.64,1
4917,4,4,5,4,4,4,3,2,5,5,2,2,3,3,5,3,3,2,5,2,4,3,16,1,50,0.7,1
4918,4,2,2,3,3,3,1,2,2,3,1,1,2,2,5,3,2,2,1,1,3,1,26,1,75,0.44,1
4919,4,4,4,2,3,3,4,2,4,2,1,1,1,3,3,2,2,2,1,2,2,2,20,2,89,0.6,0
4920,3,3,4,4,3,5,3,2,5,1,3,1,3,2,2,2,2,2,1,3,2,2,20,2,45,0.64,1
4921,4,1,4,2,4,4,4,3,3,2,2,2,4,3,4,4,4,1,2,1,4,2,25,1,50,0.58,1
4922,4,4,3,3,4,3,4,4,5,3,1,2,2,3,4,4,3,4,2,3,4,3,20,2,90,0.68,1
4923,5,5,5,2,4,4,5,5,5,4,4,2,5,5,4,2,2,4,5,5,5,5,22,1,100,0.8,1
4924,5,4,5,3,2,3,4,4,4,4,1,3,4,5,4,2,2,2,3,5,4,2,27,1,40,0.68,1
4925,3,4,2,2,2,4,4,2,3,2,1,2,2,5,5,3,2,3,2,4,2,1,15,1,88,0.52,1
4926,2,2,4,4,2,4,4,1,4,1,3,1,1,4,4,2,4,2,2,5,3,4,19,1,95,0.54,1
4927,5,5,5,3,5,4,5,5,5,5,4,5,5,5,4,4,3,2,3,5,5,4,20,1,100,0.84,1
4928,4,1,2,1,2,5,2,3,4,1,2,2,2,4,3,3,2,2,2,2,2,1,25,1,90,0.48,1
4929,5,1,2,3,5,5,4,5,5,4,2,3,4,5,1,1,1,1,4,5,4,3,20,1,75,0.7,1
4930,5,5,5,3,2,5,5,4,5,4,4,4,4,5,5,5,1,4,3,5,4,3,14,1,81,0.78,1
4931,1,1,5,4,4,4,3,2,4,1,4,2,3,5,4,3,4,4,4,5,5,4,19,1,100,0.56,0
4932,2,1,2,2,4,4,2,3,4,2,3,2,4,4,1,1,2,2,1,4,2,1,18,1,63,0.48,1
4933,4,4,3,3,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,3,29,1,95,0.68,1
4934,2,4,1,3,2,4,2,2,1,2,1,2,1,2,4,4,4,2,2,3,1,2,20,2,90,0.42,1
4935,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,1,90,0.54,1
4936,2,1,5,2,2,5,3,4,3,1,4,2,1,3,4,4,2,1,3,5,3,2,18,1,80,0.54,1
4937,5,5,4,4,4,5,5,4,5,5,1,1,1,4,4,4,4,2,4,4,5,3,21,1,90,0.82,1
4938,2,1,5,2,2,4,2,2,4,3,5,4,4,3,4,2,5,1,2,4,1,2,14,1,89,0.48,0
4939,3,1,4,3,4,5,1,4,5,3,4,4,4,4,2,2,2,4,4,4,2,3,24,1,80,0.6,1
4940,1,1,1,3,2,2,2,2,4,4,3,3,3,3,4,4,4,2,2,4,4,3,18,1,95,0.36,0
4941,3,2,2,3,2,5,2,2,3,2,3,2,2,3,3,2,3,2,4,2,3,3,33,1,50,0.48,1
4943,3,4,4,3,4,5,3,3,4,3,2,1,2,4,5,5,5,1,3,3,3,2,18,1,9,0.66,1
4944,3,3,4,2,4,3,4,2,5,2,2,3,3,4,3,1,2,2,2,4,2,2,21,1,77,0.6,1
4945,4,3,4,2,3,4,2,1,4,1,1,1,1,5,3,3,1,3,1,4,4,1,19,1,90,0.54,0
4946,4,4,4,2,4,3,4,4,4,2,2,4,2,4,4,4,2,2,2,2,2,2,24,1,80,0.66,0
4947,4,4,3,4,1,5,4,2,4,1,3,1,3,2,4,3,3,2,4,5,2,4,16,1,88,0.62,1
4949,4,2,3,2,2,5,3,4,4,3,4,4,2,5,4,3,2,2,2,3,3,3,26,1,90,0.58,0
4951,5,4,5,4,3,5,4,5,1,4,4,5,4,4,5,5,4,2,5,4,4,4,18,1,78,0.72,1
4952,4,4,3,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,3,2,2,17,2,90,0.7,0
4953,4,3,5,2,3,2,4,3,5,2,1,2,2,3,4,4,4,3,5,4,4,4,23,1,80,0.62,1
4954,3,1,3,3,3,5,1,5,5,1,5,5,5,5,1,1,2,1,5,5,4,5,19,1,50,0.58,1
4955,5,4,3,3,4,5,4,1,4,2,1,2,2,4,5,5,5,5,2,4,4,2,23,1,80,0.66,1
4956,4,4,4,5,4,4,4,4,4,5,2,2,4,5,5,5,4,4,2,4,2,4,17,1,80,0.74,0
4957,2,2,4,3,3,4,4,2,4,2,4,3,4,4,4,4,4,2,4,4,4,2,16,2,96,0.56,1
4958,5,1,3,3,3,4,4,5,4,4,4,5,3,4,4,3,4,3,4,4,4,3,18,1,75,0.64,0
4960,5,2,2,3,5,4,2,5,2,2,2,4,4,5,4,3,3,4,4,4,5,4,21,1,85,0.6,1
4961,1,2,3,4,5,2,3,3,4,3,3,2,3,4,4,3,4,5,2,1,2,3,18,1,100,0.54,1
4962,2,4,4,4,4,4,2,4,4,4,2,3,4,3,4,4,4,2,4,4,4,4,15,1,80,0.64,1
4963,4,2,2,3,3,4,4,2,5,4,5,4,4,4,3,3,2,1,1,5,2,2,16,1,80,0.58,1
4964,4,4,4,3,4,4,4,2,4,3,3,4,4,4,4,1,3,3,2,4,2,2,33,1,85,0.66,0
4965,4,4,2,3,4,3,2,4,4,4,2,2,2,4,4,3,3,4,2,3,4,2,22,1,95,0.6,1
4966,2,4,4,2,2,2,3,2,3,3,2,3,2,2,1,2,1,1,1,5,5,1,20,1,85,0.48,0
4967,4,4,4,2,2,3,2,2,4,3,3,3,3,3,4,4,4,4,2,4,3,3,16,1,100,0.54,1
4968,5,1,3,1,1,3,4,3,5,1,1,1,3,5,4,1,1,1,1,1,3,1,15,2,90,0.52,1
4969,3,2,3,3,4,4,3,4,3,3,4,4,3,4,3,3,3,2,3,4,2,4,18,1,80,0.58,1
4970,4,1,2,3,3,4,2,2,4,1,5,5,5,5,5,4,5,4,5,5,3,4,14,1,85,0.5,1
4971,3,2,2,2,4,4,4,4,2,3,3,2,4,4,4,3,4,1,4,4,4,4,17,2,80,0.54,1
4972,4,2,5,4,2,5,4,5,5,2,5,1,5,5,4,4,4,4,2,2,2,2,16,1,75,0.72,1
4973,5,4,4,2,5,2,4,2,5,1,2,2,2,2,5,5,4,1,5,5,5,2,22,2,80,0.66,1
4974,4,3,3,4,2,3,3,3,4,4,4,2,3,3,4,4,4,3,2,4,2,1,17,2,100,0.58,0
4975,5,4,4,2,4,5,4,5,4,4,4,4,4,4,2,1,1,2,4,5,4,4,20,1,75,0.74,0
4976,5,5,2,2,1,5,5,4,5,1,1,2,2,4,4,4,2,2,2,4,4,2,15,1,85,0.68,0
4977,4,2,2,2,5,4,4,5,2,2,2,4,4,2,3,3,1,1,1,5,4,1,25,1,75,0.6,1
4978,4,1,2,5,3,4,3,4,2,2,5,4,5,1,3,3,5,3,5,5,4,5,19,1,69,0.56,0
4979,3,4,4,2,4,5,4,3,3,3,4,5,4,5,4,3,2,2,4,5,4,4,51,1,75,0.64,0
4980,2,1,2,2,4,4,3,4,4,4,3,3,3,5,4,2,4,2,3,2,3,4,18,1,50,0.52,1
4981,4,4,4,2,3,4,4,4,4,3,3,3,4,4,4,3,3,4,3,4,3,2,17,1,60,0.66,1
4982,3,4,2,2,2,4,5,2,5,1,2,1,2,1,4,4,5,1,2,4,2,3,18,1,80,0.58,1
4983,1,1,2,4,5,4,4,3,4,4,4,4,5,5,3,3,2,2,4,5,2,3,24,1,90,0.56,1
4984,4,5,5,4,4,5,5,1,5,4,1,1,1,1,4,4,1,4,1,3,3,1,22,1,95,0.76,1
4985,4,3,4,4,4,4,4,4,3,4,3,3,4,5,4,2,3,2,2,3,2,2,35,1,65,0.68,0
4986,4,5,5,1,2,4,5,2,1,2,1,2,5,4,1,1,1,3,2,4,3,3,21,1,95,0.58,0
4988,3,4,2,1,3,5,3,4,2,2,4,4,4,5,4,3,1,3,2,4,2,3,21,1,90,0.54,0
4990,3,2,2,5,3,4,4,4,5,1,4,5,4,3,5,2,4,4,2,5,1,2,14,2,48,0.64,0
4991,4,5,5,5,4,5,4,1,5,2,1,2,1,4,5,4,4,2,2,4,3,2,28,1,65,0.76,1
4992,2,2,1,1,5,3,2,5,4,4,2,4,4,5,3,4,3,4,4,1,1,2,19,1,70,0.5,0
4993,5,5,5,1,5,5,5,5,5,5,1,1,5,5,5,1,1,1,1,1,1,1,20,1,30,0.82,1
4994,5,4,5,3,4,5,3,4,4,5,4,2,5,5,4,2,3,1,4,4,4,3,20,1,88,0.74,0
4995,5,2,2,1,2,3,4,2,4,1,1,1,2,5,3,3,2,1,1,4,4,1,20,1,50,0.5,0
4996,4,2,4,3,4,4,3,1,5,4,4,4,3,5,5,4,5,4,3,4,4,3,23,1,80,0.6,1
4998,5,1,4,4,4,5,4,5,4,2,5,2,4,5,5,4,4,2,2,2,2,2,20,1,75,0.72,1
4999,5,4,4,4,4,5,3,4,5,3,4,4,4,5,5,4,4,4,2,2,3,2,18,1,92,0.76,1
5000,4,2,2,2,2,4,2,2,4,2,4,2,2,4,3,3,2,2,1,2,1,1,19,2,96,0.48,0
5001,5,1,1,5,5,3,3,5,1,5,3,5,5,5,3,3,5,1,5,5,3,5,17,1,100,0.58,1
5002,2,2,4,2,2,4,4,4,4,2,4,4,4,4,4,3,3,4,4,4,3,4,15,1,75,0.56,0
5003,5,1,2,1,4,5,2,3,1,1,5,5,3,2,3,3,3,1,3,4,2,2,27,1,90,0.48,1
5004,2,2,3,2,2,4,2,2,4,2,2,1,3,3,2,2,4,2,2,3,1,2,18,1,75,0.46,1
5005,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18,1,100,0.82,1
5006,2,2,2,5,5,4,2,2,4,5,5,4,5,5,4,2,3,2,3,4,1,2,23,1,70,0.56,0
5007,4,4,4,4,4,4,4,4,4,3,4,3,2,5,5,4,4,3,3,5,4,2,23,1,80,0.72,0
5009,3,1,3,5,3,5,4,2,4,1,5,5,5,5,4,3,4,4,3,4,4,3,16,1,90,0.6,1
5010,4,1,4,4,5,4,1,4,4,2,5,5,3,5,3,2,3,4,3,4,3,2,16,1,90,0.62,1
5011,5,4,5,3,4,1,5,5,5,2,3,2,5,5,4,2,2,5,4,4,4,5,33,1,85,0.74,1
5012,4,3,3,2,2,4,3,3,5,2,2,2,4,4,5,1,2,3,3,4,2,2,18,1,80,0.58,0
5013,2,1,4,3,3,4,3,3,4,2,1,2,2,1,3,3,1,4,2,2,4,2,47,1,90,0.54,0
